,content
400,"['clotilde', '1995', 'reprinted', 'translation', 'wesleyan', 'copyright', 'press', 'permission', 'donald', 'guillaume', 'alcools', 'university', 'revell', 'english', 'apollinaire']"
401,"['used', 'htm', 'permission', 'selected', 'works', 'http', 'books', 'helmick', 'press', 'university', 'wylie', 'kent', 'edu', 'hively', 'epitaph', 'upress', 'edited', 'evelyn', 'elinor', 'hively2', 'state']"
402,"['brandt', 'used', 'copyright', 'aiken', 'permission', 'copying', 'electronic', 'distribution', 'collected', 'text', 'exile', 'expressly', 'hochman', 'conrad', 'literary', 'agents', 'forbidden', 'poems', 'inc', '1953']"
403,"['used', 'press', 'michael', 'poems', 'permission', 'poem', 'asphodel', 'acorn', 'alliance', 'selected', 'anania', 'copyright1994', 'finality']"
404,"['kenneth', 'cook', 'used', 'published', 'harpercollins', 'poems', 'publishers', 'permission', 'slessor', 'selected', 'visions', 'captain', 'five', 'australia']"
405,"['used', 'press', 'michael', 'poems', 'permission', 'asphodel', 'acorn', 'hanging', 'alliance', 'selected', 'screen', 'anania', 'copyright1994']"
406,"['idea', 'copyright', 'knopf', 'permission', 'stevens', '1923', '1954', 'division', 'collected', 'house', 'wallace', 'west', 'order', 'alfred', 'random', 'reprinted', '1951', 'poems', 'inc', 'key']"
407,"['archibald', 'immortal', 'reprinted', 'rights', 'houghton', 'poems', 'permission', 'macleish', 'collected', '1982', 'mifflin', 'company', 'estate', '1917', 'reserved', 'copyright1985', 'autumn']"
408,"['used', 'blue', 'inc', 'permission', 'viking', 'long', 'malcolm', 'voyage', 'usa', 'penguin', 'life', 'division', 'juniata', 'copyright1985', 'cowley', 'group']"
409,"['used', 'anania', 'press', 'michael', 'poems', 'permission', 'asphodel', 'acorn', 'day', 'alliance', 'selected', 'memorial', 'copyright1994']"
410,"['used', 'press', 'michael', 'poems', 'permission', 'asphodel', 'acorn', 'alliance', 'selected', 'anania', 'motet', 'copyright1994']"
411,"['two', 'laughed', 'noise', 'wall', 'autumn', 'times', 'went', 'scowling', 'across', 'bamboo', 'gate', 'living', 'desired', 'far', 'leaves', 'seat', 'looked', 'bashful', 'dislike', 'playing', 'never', 'meet', 'eddies', 'played', 'fu', 'cho', 'months', 'dragged', 'overhead', 'sorrowful', 'still', 'gone', 'walked', 'married', 'stilts', 'sixteen', 'flowers', 'deep', 'away', 'without', 'hair', 'narrows', 'ku', 'wind', 'garden', 'river', 'paired', 'came', 'west', 'plums', 'stopped', 'moss', 'suspicion', 'fifteen', 'fourteen', 'come', 'pulling', 'lord', 'let', 'en', 'climb', 'grown', 'clear', 'horse', 'please', 'yellow', 'grass', 'augustover', 'small', 'look', 'monkeys', 'already', 'hurt', 'coming', 'front', 'yoursforever', 'mosses', 'youas', 'fall', 'grow', 'departedyou', 'beforehand', 'mingled', 'called', 'early', 'feet', 'five', 'straight', 'butterflies', 'know', 'forever', 'head', 'village', 'different', 'blue', 'chokan', 'lowering', 'cut', 'thousand', 'sa', 'swirling', 'people', 'back', 'foreheadi', 'older', 'kiang', 'dust', 'make']"
412,"['march', 'published', 'poetry', 'originally', '1914']"
413,"['scent', 'sweep', 'waves', 'morelet', 'even', 'life', 'pride', 'destroyed', 'friend', 'last', 'light', 'baffle', 'head', 'prayersince', 'tended', 'loved', 'seaand', 'lift', 'darkness', 'hours', 'since', 'death', 'love', 'escape', 'waits', 'orchards', 'wept', 'hand', 'loveri', 'rain', 'mewho', 'way', 'enjoyed', 'sure', 'breath', 'leave', 'endmy', 'shorein', 'deadif', 'body', 'go', 'alone', 'sing', 'still', 'bear', 'sharp', 'let', 'shall', 'utterly']"
414,"['kenneth', 'used', 'published', 'harpercollins', 'poems', 'publishers', 'permission', 'country', 'slessor', 'selected', 'south', 'australia']"
415,"['used', 'statue', 'permission', 'com', 'llc', 'birds', 'http', 'us', 'copyright1968', '1923', 'bogan', 'fsg', 'estuaries', 'giroux', 'rights', 'blue', 'straus', 'louise', 'reserved', 'poems', '1968', 'farrar', 'macmillan']"
416,"['used', 'river', 'michael', 'poems', 'permission', 'asphodel', 'press', 'acorn', 'alliance', 'selected', 'anania', 'copyright1994']"
417,"['used', 'stratagem', 'press', 'michael', 'poems', 'permission', 'asphodel', 'acorn', 'alliance', 'selected', 'anania', 'copyright1994']"
418,"['summer', 'conrad', 'reprinted', 'brandt', 'literary', 'copyright1953', 'agents', 'aiken', 'poems', 'permission', 'collected', 'inc', 'hochman']"
419,"['heaven', 'upward', 'sends', 'beats', 'swing', 'joy', 'flows', 'stingi', 'upland', 'bruised', 'bud', 'sings', 'glass', 'chalice', 'must', 'keener', 'glee', 'deep', 'core', 'grass', 'know', 'sore', 'plea', 'flingsi', 'faint', 'pulse', 'cling', 'wind', 'red', 'sun', 'ah', 'prayer', 'scars', 'stealsi', 'soft', 'free', 'cruel', 'alas', 'blood', 'throbs', 'stirs', 'river', 'carol', 'bird', 'would', 'bough', 'perfume', 'wingtill', 'like', 'first', 'fain', 'old', 'stream', 'bars', 'feels', 'fly', 'back', 'pain', 'springing', 'wing', 'bosom', 'bright', 'hearts', 'still', 'slopes', 'opes', 'caged', 'perch']"
420,"['kenneth', 'used', 'published', 'harpercollins', 'poems', 'publishers', 'permission', 'slessor', 'talbingo', 'selected', 'australia']"
421,"['drawto', 'changing', 'lies', 'lifes', 'born', 'perchance', 'mine', 'threat', 'flaw', 'saw', 'eros', 'may', 'cannot', 'dancing', 'natures', 'skies', 'fair', 'within', 'soon', 'unfurled', 'thinking', 'curled', 'new', 'subtle', 'deities', 'chaos', 'faces', 'sight', 'around', 'myriad', 'little', 'eyelids', 'world', 'never', 'flake', 'old', 'heed', 'throne', 'curtain', 'drowsy', 'hurled', 'outer', 'unmindful', 'hide', 'paradisewhere', 'vain', 'snow', 'slumber', 'happy', 'cronos', 'awea', 'bosom', 'shell', 'nighthaunt', 'visions', 'still', 'whirlwind', 'flies']"
422,"['golden', 'involved', 'shadow', 'autumn', 'glass', 'viio', 'inescapable', 'sharply', 'going', 'edge', 'long', 'rhythms', 'see', 'xiiiit', 'woman', 'sight', 'around', 'thing', 'xiithe', 'women', 'thin', 'crossed', 'three', 'whirled', 'sat', 'eye', 'one', 'ixwhen', 'snowing', 'vi', 'limbs', 'even', 'fear', 'mistook', 'imagine', 'twenty', 'circles', 'mountains', 'cedar', 'men', 'moving', 'viicicles', 'noble', 'river', 'iii', 'walks', 'lucid', 'equipage', 'inflections', 'innuendoes', 'xat', 'pantomime', 'xihe', 'cry', 'indecipherable', 'marked', 'window', 'man', 'light', 'haddam', 'pierced', 'prefer', 'small', 'coach', 'evening', 'would', 'like', 'blackbirds', 'flying', 'cause', 'filled', 'iamong', 'many', 'bawds', 'barbaric', 'connecticut', 'rode', 'iva', 'feet', 'viiii', 'beauty', 'green', 'accents', 'birds', 'whistling', 'must', 'know', 'part', 'minds', 'flew', 'fro', 'traced', 'blackbird', 'iiithe', 'tree', 'snow', 'euphony', 'afternoon', 'winds', 'snowy', 'mood']"
423,"['leafless', 'passing', 'gentle', 'iiwith', 'monuments', 'easier', 'treasure', 'sadder', 'die', 'mine', 'scarce', 'breathuntainted', 'wintry', 'iiiyour', 'change', 'life', 'soar', 'dead', 'autumn', 'shedunhallowed', 'trophies', 'write', 'unchiselled', 'soon', 'true', 'long', 'sea', 'honour', 'avail', 'gods', 'keen', 'sun', 'bark', 'face', 'living', 'companions', 'friends', 'things', 'flower', 'never', 'friendliness', 'ever', 'quiet', 'old', 'though', 'weak', 'crowned', 'loiter', 'one', 'charity', 'god', 'spaces', 'revolution', 'children', 'body', 'bightuntil', 'still', 'passed', 'large', 'amity', 'made', 'road', 'unsung', 'rearin', 'deep', 'lays', 'headmost', 'fireside', 'away', 'youth', 'dawning', 'great', 'souls', 'wind', 'taken', 'fatal', 'time', 'oh', 'minda', 'heart', 'gale', 'array', 'peopled', 'country', 'eternity', 'fail', 'mates', 'virtues', 'find', 'borrowed', 'partners', 'ease', 'grieve', 'shall', 'winged', 'treesare', 'taught', 'chapel', 'grown', 'keep', 'seas', 'merit', 'joy', 'memoryyour', 'sleptare', 'sail', 'chimes', 'float', 'good', 'mask', 'swept', 'light', 'fled', 'leaf', 'mellow', 'docile', 'runwhere', 'hearthe', 'lived', 'another', 'holy', 'moon', 'icalm', 'death', 'windshall', 'gently', 'hath', 'would', 'yore', 'rob', 'world', 'kept', 'much', 'spreadover', 'royal', 'happy', 'gift', 'dear', 'many', 'silent', 'rungto', 'southern', 'rich', 'live', 'virgin', 'ivin', 'name', 'lies', 'loves', 'rightyour', 'young', 'green', 'course', 'forest', 'may', 'heaven', 'mothers', 'kinder', 'know', 'peaceful', 'eternal', 'part', 'loved', 'thoughts', 'could', 'bay', 'nameless', 'unfurl', 'deemed', 'half', 'gave', 'anchored', 'whatsoeer', 'delight', 'wept', 'spirit', 'bough', 'day', 'parting', 'hungfalls', 'resigned', 'falls', 'tree', 'yet', 'greater', 'calmer', 'gathered', 'older', 'toll', 'goodlier', 'ago', 'breezewafted', 'year', 'dust', 'chronicles', 'something', 'make']"
424,"['used', 'anania', 'press', 'michael', 'poems', 'permission', 'asphodel', 'acorn', 'alliance', 'selected', 'tracings', 'copyright1994']"
425,"['quick', 'makes', 'double', 'hear', 'breaks', 'voices', 'chord', 'tops', 'throatsthe', 'sound', 'light', 'breeze', 'know', 'pod', 'lovely', 'grass', 'bending', 'leaf', 'sea', 'wind', 'kind', 'sweet', 'content', 'basses', 'sighing', 'bee', 'insect', 'riseup', 'little', 'obeyand', 'thesefor', 'surpriseto', 'easeand', 'rarewhen', 'find', 'playa', 'fly', 'airsound', 'shrill', 'cause', 'taps', 'sing', 'comes', 'magical', 'throats', 'moment', 'notesof', 'droning']"
426,"['used', 'anania', 'press', 'michael', 'poems', 'permission', 'asphodel', 'acorn', 'alliance', 'selected', 'waiting', 'copyright1994']"
427,"['archibald', 'reprinted', 'rights', 'houghton', 'poems', 'permission', 'collected', 'macleish', '1982', 'mifflin', 'company', 'estate', 'way', '1917', 'reserved', 'copyright1985', 'station']"
428,"['conrad', 'reprinted', 'brandt', 'literary', 'copyright1953', 'agents', 'aiken', 'poems', 'permission', 'collected', 'inc', 'surprised', 'hochman']"
429,"['kenneth', 'used', 'published', 'harpercollins', 'poems', 'publishers', 'permission', 'slessor', 'selected', 'dawn', 'winter', 'australia']"
430,"['hooks', 'nay', 'suffer', 'vine', 'gentler', 'exquisite', 'bounds', 'rayed', 'blade', 'dense', 'baying', 'life', 'gummy', 'uncoveredto', 'blissful', 'almond', 'wide', 'soundless', 'times', 'trees', 'sore', 'cylix', 'supreme', 'long', 'oenochoe', 'againand', 'bliss', 'see', 'sun', 'knots', 'prouder', 'heartseeing', 'living', 'crumbs', 'far', 'rose', 'smiles', 'aboutwith', 'break', 'perfect', 'fine', 'cantharus', 'abroad', 'never', 'dawn', 'ever', 'sacred', 'annunciation', 'alien', 'outwith', 'one', 'cover', 'nighted', 'fling', 'honey', 'cross', 'pores', 'body', 'corewithin', 'sheathed', 'obstinate', 'vases', 'january', 'gone', 'gethsemaneinto', 'utterly', 'bitterness', 'fearing', 'treesiron', 'storming', 'lands', 'hearted', 'unforgotten', 'tender', 'nights', 'even', 'abandonfrom', 'remembering', 'star', 'flowers', 'smiling', 'silvery', 'frost', 'core', 'raying', 'dark', 'races', 'great', 'mistake', 'bits', 'ageslike', 'forthcoming', 'knotted', 'steel', 'wind', 'time', 'unpromised', 'odd', 'super', 'oh', 'bathing', 'heart', 'loud', 'reassuring', 'blood', 'hoar', 'cicatrised', 'garden', 'pink', 'budand', 'ages', 'pearls', 'fastnesssuddenly', 'windand', 'vindicated', 'bridegroom', 'steelin', 'beyond', 'six', 'stump', 'come', 'superb', 'heartedness', 'light', 'let', 'glare', 'drawn', 'flakes', 'untenable', 'silveryin', 'triumph', 'take', 'nudity', 'strange', 'bristling', 'splendour', 'unfolds', 'rust', 'hill', 'craters', 'ripples', 'forth', 'spray', 'whence', 'sirius', 'pride', 'fig', 'upon', 'black', 'fragile', 'blossomfrom', 'poison', 'us', 'rusty', 'sky', 'etnas', 'none', 'dare', 'epithalamion', 'blossomand', 'gethsemane', 'assurance', 'nothing', 'beautiful', 'night', 'januarys', 'look', 'small', 'yetthe', 'beating', 'given', 'age', 'stridea', 'earth', 'subtly', 'evening', 'treecan', 'mysterious', 'world', 'exiled', 'sword', 'iron', 'like', 'kept', 'sticking', 'exile', 'etna', 'melting', 'sweating', 'dew', 'flying', 'baked', 'swords', 'dog', 'breaking', 'stand', 'distance', 'fish', 'faith', 'decembers', 'unfolded', 'knows', 'think', 'edged', 'many', 'amphoras', 'perfection', 'ghosts', 'tips', 'southern', 'steps', 'live', 'delicate', 'wander', 'earthalong', 'wound', 'divine', 'born', 'give', 'flaked', 'enveloped', 'green', 'drops', 'five', 'bud', 'heaven', 'open', 'must', 'scarred', 'divested', 'last', 'blades', 'naked', 'hacked', 'bodied', 'fresh', 'polyp', 'deadliest', 'red', 'seeing', 'unquenchable', 'reluctances', 'communing', 'disdainful', 'snakein', 'clouds', 'bare', 'full', 'looking', 'delight', 'blue', 'pale', 'much', 'put', 'hot', 'insuperable', 'tree', 'memory', 'puff', 'prolixity', 'burst', 'hell', 'yet', 'heartin', 'snow', 'fearless', 'tenderness', 'snowsetting', 'wilful', 'blossom', 'ancient', 'seeming', 'frail', 'sprouting', 'set', 'something']"
431,"['used', 'copyright', 'knopf', 'permission', 'anecdote', 'llc', 'group', 'stevens', '1923', '1954', 'division', 'rights', 'imprint', 'jar', 'collected', 'house', 'wallace', 'reserved', 'alfred', 'random', '1951', 'poems', 'publishing', 'doubleday']"
432,"['archibald', 'reprinted', 'rights', 'houghton', 'poetica', 'poems', 'permission', 'macleish', 'collected', '1982', 'mifflin', 'company', 'estate', 'ars', '1917', 'reserved', 'copyright1985']"
433,"['simon', 'used', 'melvilles', 'hart', 'edited', 'tomb', 'poems', 'permission', 'copyright1933', 'marc', 'liveright', 'crane', 'complete', 'publishing', 'corporation', '1958', '1966', 'copyright1986']"
434,"['hills', 'hang', 'symbol', 'parabola', 'life', 'surrounding', 'grinning', 'disgusting', 'spools', 'scalpas', 'loop', 'see', 'sun', 'instant', 'ragsand', 'florence', 'thing', 'wildly', 'things', 'flower', 'never', 'way', 'old', 'thrown', 'stream', 'beneath', 'wings', 'pipistrello', 'hanging', 'overhead', 'gone', 'rows', 'arches', 'quick', 'vecchioa', 'late', 'guard', 'elastic', 'vecchio', 'dark', 'shadows', 'circle', 'mountains', 'bits', 'missing', 'taken', 'vindictive', 'dip', 'west', 'glove', 'turning', 'carraradeparts', 'enters', 'twitch', 'madly', 'piper', 'glowingbrown', 'beyond', 'current', 'fly', 'batsby', 'lumps', 'ones', 'loopingyet', 'swallows', 'changing', 'serrated', 'surprise', 'voices', 'archeswhere', 'pushes', 'tired', 'upon', 'swoop', 'black', 'light', 'falling', 'sky', 'creatures', 'rag', 'obscure', 'flightand', 'night', 'creeping', 'umbrella', 'look', 'sleep', 'gloom', 'terrace', 'evening', 'little', 'china', 'world', 'like', 'ponte', 'air', 'bats', 'flying', 'infinitesimal', 'think', 'sitting', 'happiness', 'flush', 'disgustingly', 'twitter', 'arno', 'pipe', 'bridge', 'green', 'water', 'uneasy', 'pisa', 'sudden', 'upside', 'gave', 'day', 'indefinite', 'shudder', 'flyingbetween', 'together', 'bat', 'back', 'pure', 'thread', 'wavering', 'sewing']"
435,"['hills', 'blood', 'haunts', 'shade', 'invasion', 'notes', 'truly', 'kind', 'see', 'remembering', 'first', 'secrecy', 'chieftain', 'lover', 'shall', 'lakes', 'encounters']"
436,"['processions', 'indian', 'bronze', 'whirr', 'garibaldi', 'forehead', 'dead', 'going', 'seated', 'long', 'combers', 'sun', 'dinner', 'crying', 'yser', 'forty', 'roar', 'dawn', 'grant', 'echoes', 'dusk', 'cross', 'along', 'storm', 'closerand', 'seen', 'apppointment', 'mumbled', 'parkshrivels', 'near', 'somewhere', 'men', 'shakespeare', 'winter', 'motor', 'iii', 'stands', 'past', 'places', 'come', 'guns', 'matinees', 'listening', 'ears', 'general', 'pilingon', 'keep', 'waves', 'cold', 'riding', 'among', 'pony', 'horse', 'shore', 'lincoln', 'dare', 'falling', 'ride', 'lonely', 'night', 'lithe', 'park', 'cape', 'lines', 'hoofs', 'cars', 'pedestals', 'lake', 'buying', 'feet', 'nightfall', 'ithe', 'slabs', 'legs', 'promenade', 'soft', 'city', 'day', 'thousand', 'white', 'meeting', 'high', 'snow', 'newsies', 'hold', 'sellingthough', 'midnight', 'make']"
437,"['cold', 'permission', 'selected', 'works', '2005', 'creatures', 'helmick', 'press', 'blooded', 'ohio', 'university', 'wylie', 'kent', 'hively', 'reprinted', 'edited', 'evelyn', 'elinor', 'state']"
438,"['soil', 'grassthat', 'departed', 'prunedwith', 'communion', 'northern', 'gardenwhere', 'gnarled', 'roots', 'redder', 'close', 'walksvain', 'fruit', 'change', 'life', 'watched', 'heard', 'feeds', 'circle', 'souls', 'long', 'loved', 'years', 'spyto', 'flesh', 'apple', 'chemic', 'living', 'wasted', 'dreamedof', 'shaded', 'handsin', 'move', 'epitaphsof', 'tree', 'bodies', 'vainer', 'sighs', 'flocks', 'evergreensthat', 'treei', 'dreams', 'along', 'bear', 'drawn', 'apples']"
439,"['golden', 'hear', 'theremy', 'die', 'mine', 'flashes', 'wall', 'bed', 'glowsaunters', 'life', 'dead', 'abroadcalling', 'drownwithin', 'walk', 'pollen', 'terrors', 'swordof', 'mouth', 'rise', 'sweeps', 'till', 'tread', 'soon', 'across', 'ah', 'hands', 'see', 'sun', 'face', 'swings', 'answer', 'meets', 'leaves', 'low', 'creeps', 'towards', 'fine', 'sniffs', 'way', 'caught', 'leans', 'latch', 'home', 'wild', 'one', 'startled', 'wings', 'fur', 'grasping', 'honey', 'stoop', 'whose', 'bosom', 'hearts', 'hoodupon', 'beside', 'still', 'gone', 'warm', 'comeover', 'hard', 'large', 'quick', 'kindly', 'swing', 'himand', 'broadblade', 'farm', 'surpriseshould', 'surmise', 'hoverthen', 'chairwatching', 'brown', 'eyes', 'snare', 'dark', 'away', 'quivering', 'sweet', 'marriage', 'busy', 'eyesin', 'lie', 'rabbit', 'oh', 'downhis', 'grimof', 'broad', 'kisses', 'stiesinto', 'blood', 'hand', 'ready', 'round', 'west', 'table', 'lover', 'gayof', 'loose', 'glances', 'uncoverand', 'dayhas', 'evenings', 'rusheshide', 'poised', 'terror', 'fingers', 'weaves', 'find', 'strong', 'ringher', 'nests', 'throttling', 'awayher', 'unfading', 'presses', 'empty', 'anguished', 'frantic', 'wisehe', 'fears', 'ears', 'let', 'swallows', 'drinks', 'tis', 'triumph', 'letting', 'flirt', 'nose', 'moth', 'joy', 'eyestowards', 'cry', 'boardand', 'good', 'windowlifted', 'wire', 'hall', 'man', 'upon', 'yellow', 'swayher', 'effort', 'door', 'small', 'death', 'liquid', 'looks', 'plaintive', 'crouches', 'coming', 'turns', 'evening', 'flings', 'bird', 'drop', 'like', 'yield', 'distance', 'tears', 'hangs', 'burning', 'woodbine', 'folds', 'oncomingto', 'displayof', 'lips', 'caresses', 'lit', 'calm', 'breast', 'bright', 'eyesand', 'applaudhis', 'word', 'shedwhere', 'ominous', 'wound', 'finger', 'lies', 'tail', 'choked', 'dies', 'open', 'heard', 'redness', 'fliesin', 'rabbits', 'know', 'head', 'water', 'pulse', 'woos', 'blushes', 'goes', 'red', 'barehis', 'descend', 'fire', 'love', 'careless', 'shallow', 'soft', 'hen', 'delight', 'floodof', 'ball', 'blue', 'teeth', 'fiery', 'creeper', 'throat', 'playand', 'talkor', 'stoatwho', 'stolen', 'uplifted', 'quaint', 'raises', 'yet', 'lightwhich', 'piteous', 'back', 'smile', 'making', 'springspurts', 'mind', 'comes', 'smell', 'built', 'god']"
440,"['simon', 'used', 'hart', 'edited', 'poems', 'permission', '1966', 'copyright1933', 'marc', 'liveright', 'crane', 'complete', 'publishing', 'corporation', '1958', 'sark', 'cutty', 'copyright1986']"
441,"['danceall', 'field', 'summers', 'blow', 'dancing', 'grass', 'fallen', 'see', 'whiteness', 'love', 'rays', 'full', 'praises', 'fielda', 'gold', 'buttercups', 'meadow', 'daisies', 'singing', 'shining', 'stars', 'happy', 'honeyed', 'brightness', 'hearts', 'winds', 'bees', 'clover']"
442,"['archibald', 'reprinted', 'rights', 'frontiers', 'houghton', 'poems', 'permission', 'collected', 'macleish', '1982', 'mifflin', 'company', 'estate', '1917', 'reserved', 'copyright1985', 'definition']"
443,"['riach', 'copyright1992', 'reprinted', 'directions', 'michael', 'poetry', 'permission', 'hugh', 'alan', 'eemis', 'selected', 'publishing', 'grieve', 'corporation', 'stane', 'new', 'macdiarmid']"
444,"['soil', 'flames', 'conflagrationof', 'wood', 'watery', 'flickering', 'green', 'betweenwhere', 'growing', 'shadow', 'buffeted', 'throngof', 'wreaths', 'puffing', 'fires', 'lifting', 'trees', 'amazed', 'tossedabout', 'emerald', 'bushes', 'across', 'gyration', 'fire', 'thats', 'faces', 'bonfires', 'earth', 'lost', 'thorn', 'spirit', 'like', 'leaping', 'wild', 'spring', 'sparks', 'puff', 'amongthis', 'people', 'astray', 'combustion', 'bursts', 'blazeof', 'flame', 'filled', 'rushes', 'blossom', 'smoke', 'lit', 'gaze', 'comes', 'fountain', 'gone', 'fumes', 'streaming']"
445,"['lavish', 'hillhoary', 'changed', 'standing', 'knew', 'spendthrift', 'golden', 'touched', 'wood', 'young', 'youwere', 'seeyour', 'turned', 'fires', 'blooms', 'nightyou', 'thrill', 'face', 'fire', 'fringe', 'aye', 'earth', 'absorb', 'blazing', 'trembling', 'world', 'beloved', 'never', 'fields', 'buoyant', 'goldenrod', 'worldand', 'singing', 'old', 'much', 'entire', 'dumb', 'white', 'buttercup', 'goodthis', 'lips', 'grow', 'color', 'flame', 'run', 'mystical', 'goddess', 'yellowlo', 'goldthe', 'god', 'becomea']"
446,"['cat', 'lookingover', 'cityon', 'moves', 'haunchesand', 'little', 'comeson', 'feet', 'harbor', 'silent', 'sits', 'fog']"
447,"['riach', 'copyright1992', 'gairmscoile', 'reprinted', 'directions', 'michael', 'poetry', 'permission', 'hugh', 'alan', 'selected', 'publishing', 'grieve', 'corporation', 'new', 'macdiarmid']"
448,"['roses', 'golden', 'spreads', 'asshe', 'morningi', 'windowand', 'linger', 'sides', 'shadow', 'wet', 'watch', 'window', 'swung', 'catch', 'falling', 'water', 'dijon', 'asmellow', 'drips', 'sluicing', 'sunbeams', 'underneath', 'de', 'rises', 'uplike', 'full', 'fold', 'cloth', 'bath', 'mellowgolden', 'rain', 'sponge', 'like', 'yellowgloire', 'shouldersglisten', 'silver', 'blown', 'white', 'breastssway', 'crumple', 'listenfor', 'glows', 'stoops', 'petals', 'herglistening', 'dishevelled', 'sunlightconcentrates', 'shadowfold', 'shoulders', 'glory']"
449,"['beat', 'steady', 'hear', 'oath', 'veins', 'feel', 'dead', 'stay', 'sore', 'tread', 'mortal', 'long', 'words', 'fast', 'prayer', 'prison', 'lying', 'face', 'bark', 'charged', 'final', 'free', 'hunt', 'prayed', 'leaves', 'friends', 'low', 'fooled', 'never', 'ever', 'guise', 'innocence', 'old', 'deer', 'bolts', 'one', 'grain', 'moonlight', 'swore', 'bears', 'go', 'rides', 'beside', 'heels', 'burned', 'ho', 'hard', 'road', 'shade', 'bent', 'woe', 'jail', 'fear', 'ran', 'locks', 'soul', 'away', 'trow', 'within', 'bedight', 'great', 'curiously', 'theyd', 'wind', 'taken', 'shook', 'halt', 'time', 'oh', 'unbar', 'hand', 'wail', 'dried', 'goad', 'haunted', 'nigh', 'left', 'fain', 'oldest', 'weight', 'drew', 'raised', 'come', 'rope', 'stays', 'memry', 'jailer', 'alone', 'foolish', 'drawn', 'shall', 'sap', 'judge', 'howl', 'dim', 'say', 'best', 'trunk', 'take', 'tis', 'minister', 'victims', 'spur', 'throw', 'forth', 'mask', 'son', 'dread', 'man', 'black', 'keeper', 'sky', 'throe', 'ride', 'crime', 'pains', 'night', 'pray', 'door', 'another', 'wrong', 'guiltless', 'little', 'would', 'dog', 'weird', 'hoofs', 'laughs', 'space', 'wore', 'rode', 'moan', 'lies', 'gurgling', 'green', 'care', 'doctor', 'ban', 'open', 'runs', 'last', 'galling', 'touch', 'goes', 'oak', 'bare', 'trembled', 'pace', 'bough', 'ear', 'smote', 'throat', 'tree', 'shudder', 'white', 'keeps', 'weep', 'curse', 'leader', 'pain', 'mind', 'hold', 'moonlit', 'bear', 'set', 'flies', 'sigh']"
450,"['bends', 'cold', 'hearted', 'peace', 'care', 'dead', 'trees', 'hair', 'aprilshakes', 'tho', 'drenched', 'lean', 'rain', 'broken', 'bough', 'leafy', 'heartedthan', 'peacefulwhen', 'bright', 'silent', 'shall']"
451,"['bettyandisbel', 'mud', 'andpiracies', 'eddieandbill', 'hop', 'littlelame', 'luscious', 'balloonman', 'anditsspringand', 'thegoat', 'whistlesfarand', 'itsspringwhen', 'weeand', 'footedballoonmanwhistlesfarandwee', 'world', 'wonderfulthe', 'springwhen', 'dancingfrom', 'scotch', 'balloonmanwhistlesfarand', 'come', 'queerold', 'rope', 'jump', 'puddle', 'marbles', 'comerunning']"
452,"['innisfree', 'made', 'morning', 'hear', 'peace', 'lapping', 'bean', 'shore', 'deep', 'glade', 'sings', 'always', 'noon', 'core', 'water', 'sounds', 'cabin', 'dropping', 'night', 'small', 'nine', 'slow', 'midnights', 'dayi', 'loud', 'full', 'pavements', 'arise', 'bee', 'build', 'evening', 'low', 'grey', 'hive', 'veils', 'linnets', 'cricket', 'purple', 'glow', 'stand', 'wings', 'glimmer', 'honey', 'go', 'clay', 'alone', 'roadway', 'comes', 'hearts', 'shall', 'rows', 'wattles', 'lake', 'live']"
453,"['archibald', 'reprinted', 'rights', 'prologue', 'houghton', 'poems', 'permission', 'collected', 'macleish', '1982', 'mifflin', 'company', 'estate', 'lines', '1917', 'reserved', 'copyright1985']"
454,"['single', 'take', 'finger', 'give', 'youre', 'noel', 'green', 'kiss', 'chains', 'treewell', 'window', 'place', 'away', 'dark', 'allowed', 'safe', 'everyone', 'treeyou', 'balls', 'tightjust', 'proudand', 'beautiful', 'red', 'dont', 'taken', 'sleep', 'dressedyoull', 'comfort', 'christmas', 'hug', 'youbecause', 'cool', 'sorry', 'ill', 'oh', 'stare', 'seeand', 'looking', 'mother', 'threads', 'little', 'boxdreaming', 'shine', 'forestand', 'seei', 'littleyou', 'would', 'sweetlyi', 'put', 'gold', 'armsand', 'like', 'spanglesthat', 'youll', 'dance', 'flowerwho', 'handsand', 'quite', 'afraidlookthe', 'barkand', 'stand', 'fluffy', 'unhappythen', 'holdevery', 'treelittle', 'come', 'sister', 'theyll', 'sing', 'found', 'wont', 'silent', 'year', 'smell', 'shall', 'ringand']"
455,"['rights', 'loy', 'copyright1996', 'estate', 'reserved', 'mina']"
